userID;description;typeofdirectuse;date;directrequired;directwaterquality;directlocation;directusage;indirectrequired;indirectquality;indirectlocation;indirectusage;notes
58;Chickens;"Water for chickens";"2012-03-03 15:30:00";Required;Blue;"Santa Fe USA";1.5;N/A;N/A;Unknown;0;
58;Hygiene;Restroom;"2012-02-27 12:45:00";Required;Blue;"Santa FeUSA";25;N/A;N/A;Unknown;0;"Total flushes for the day"
58;Hygiene;"hand washing";"2012-02-27 12:45:00";Required;Blue;"Santa Fe USA";10;N/A;N/A;Unknown;0;"total hand washing for the day"
58;Hygiene;Shower;"2012-02-27 13:00:00";Required;Blue;"Santa Fe USA";12.5;N/A;N/A;Unknown;0;
58;Hygiene;"brushing teeth";"2012-02-27 13:15:00";Required;Blue;"Santa Fe USA";1;N/A;N/A;Unknown;0;"total usage for the day"
58;"Drinking water";"filled up water bottle";"2012-02-27 13:30:00";Required;Blue;"Santa Fe USA";0.5;N/A;N/A;Unknown;0;"Total water drank includes filled water bottle and glasses filled"
58;Hygiene;"flush toilet";"2012-02-28 12:45:00";Required;Blue;"Santa Fe USA";25;N/A;N/A;Unknown;0;"estimated total usage based on 5 gal toilet"
58;Hygiene;"hand washing";"2012-02-28 12:45:00";Required;Blue;"Santa Fe USA";6;N/A;N/A;Unknown;0;"estimated total water usage for the entire day "
58;Hygiene;Shower;"2012-02-28 13:15:00";Required;Blue;"Santa Fe USA";20;N/A;N/A;Unknown;0;"took 2 quick showers today, estimated total water use with 2.5 gpm shower head"
58;Hygiene;"brushing teeth";"2012-02-28 13:00:00";Required;Blue;"Santa Fe USA";2;N/A;N/A;Unknown;0;"Total usage for the day "
58;"Drinking water";"filled up water bottle";"2012-02-28 15:00:00";Required;Blue;"Santa Fe USA";0.3;N/A;N/A;Unknown;0;"includes water bottle and glasses of water filled"
58;Hygiene;"flush toilet";"2012-02-29 13:00:00";Required;Blue;"Santa Fe USA";30;N/A;N/A;Unknown;0;"total usage for the day estimated using a 5 gal toilet"
58;Hygiene;"hand washing";"2012-02-29 13:00:00";Required;Blue;"Santa Fe USA";10;N/A;N/A;Unknown;0;"total usage for the day"
58;Hygiene;"brushing teeth";"2012-02-29 13:00:00";Required;Blue;"Santa Fe USA";2;N/A;N/A;Unknown;0;"total usage for the day"
58;Hygiene;Shower;"2012-02-29 13:15:00";Required;Blue;"Santa Fe USA";12.5;N/A;N/A;Unknown;0;"estimated using a 2.5 gpm shower head"
58;Hygiene;"flush toilet";"2012-03-01 13:00:00";Required;Blue;"Santa Fe USA";20;N/A;N/A;Unknown;0;"total usage for the day estimated using 5 gal toilet"
58;Hygiene;"hand washing";"2012-03-01 13:15:00";Required;Blue;"Santa Fe USA";8;N/A;N/A;Unknown;0;"total usage for the day"
58;Hygiene;Shower;"2012-03-01 13:15:00";Required;Blue;"Santa Fe USA";12.5;N/A;N/A;Unknown;0;"estimated using a 2.5 gpm shower head"
58;"Drinking water";"filled up water bottle";"2012-03-01 15:15:00";Required;Blue;"Santa Fe USA";0.45;N/A;N/A;Unknown;0;"includes water bottle filled and glasses of water drank"
58;Hygiene;"brushing teeth";"2012-03-01 13:30:00";Required;Blue;"Santa Fe USA";2;N/A;N/A;Unknown;0;"total usage for the day"
58;Hygiene;"flush toilet";"2012-03-02 12:30:00";Required;Blue;"Santa Fe USA";20;N/A;N/A;Unknown;0;"Total usage for the day estimated using a 5 gal toilet"
58;Hygiene;"hand washing";"2012-03-02 12:30:00";Required;Blue;"Santa Fe USA";8;N/A;N/A;Unknown;0;"Total usage for the day"
58;Hygiene;"brushing teeth";"2012-03-02 13:00:00";Required;Blue;"Santa Fe USA";2;N/A;N/A;Unknown;0;"total usage for the day"
58;Hygiene;Shower;"2012-03-02 13:00:00";Required;Blue;"Santa Fe USA";12.5;N/A;N/A;Unknown;0;"Estimated usage using a 2.5 gpm shower head"
58;"Drinking water";"filled up water bottle";"2012-03-02 14:30:00";Required;Blue;"Santa Fe USA";0.3;N/A;N/A;Unknown;0;"includes water bottle and glasses of water "
63;Breakfast/Coffee;Cooking;"2012-02-25 20:15:00";Required;Blue;"Albuquerque USA";0.5;Unsure;Unknown;Unknown;173.5;"37 gallons per one cup of coffee (3 cups)
I couldn't find indirect use information on growing oats
49.5 gallons for barley (comparable to oats) 198 for a pound
13 gallons for orange (assuming comparable to a banana)
http://environment.nationalgeographic.com/environment/freshwater/embedded-water/
"
63;Gardening;Gardening;"2012-02-25 21:15:00";Optional;Blue;"Albuquerque USA";2;Required;Unknown;Unknown;4;"indirect usage is estimated, and used to grow onion bulbs"
63;"Dinner: soup/salad";Food;"2012-02-25 21:30:00";Required;Blue;"Albuquerque USA";0.5;Required;Unknown;Unknown;354;"- 54 gallons for soybeans (tempeh) 1/4 pound - 216 gallons per pound of soybeans
- 300 gallons estimated for carrots, mushrooms, spinach, tomatoes, chile, kale, garlic, onions, greens, avocados
http://veganheights.com/benefits.html"
63;"Dinner Wine";"Food consumption";"2012-02-25 21:45:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;"California USA";63.4;http://environment.nationalgeographic.com/environment/freshwater/embedded-water/
63;Shower;Shower;"2012-02-25 21:45:00";Optional;Blue;"Albuquerque USA";50;N/A;N/A;Unknown;0;"average ten minute shower requires 50 gallons of water
http://askville.amazon.com/gallons-water-average-10-minute-shower/AnswerViewer.do?requestId=2548818"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-25 21:45:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;"1.6 per flush (low flow)
1 per hand wash
http://www.hgtv.com/decorating/the-lowdown-on-low-flow-toilets/index.html
http://www.nationalgeographic.com/kidsnetwork/water/session_01.html"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-25 21:45:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-25 22:00:00";N/A;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;Breakfast/Coffee;"Food consumption";"2012-02-26 22:00:00";Optional;Blue;"Albuquerque USA";1.8;Required;Unknown;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- 
http://environment.nationalgeographic.com/environment/freshwater/embedded-water/
"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-26 22:00:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-26 22:00:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-26 22:15:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-26 22:15:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;Dinner;"Food consumption";"2012-02-26 22:15:00";N/A;N/A;"Albuquerque USA";0;Required;N/A;Unknown;417;"-1/4 pound tempeh - kale, greens, spinach, tomatoes, carrots, mushrooms, garlic, onions 300g - wine 63.4g"
63;"Drinking Water";"Drinking water";"2012-02-26 22:15:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
63;Breakfast/Coffee;"Food consumption";"2012-02-27 22:15:00";Optional;Blue;"Albuquerque USA";0.187;Required;Unknown;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- 
http://environment.nationalgeographic.com/environment/freshwater/embedded-water/"
63;Shower;Shower;"2012-02-27 22:15:00";Optional;Blue;"Albuquerque USA";50;N/A;N/A;Unknown;0;"10 minute shower"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-27 22:15:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-27 22:30:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-27 22:30:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;Dinner;Dinner;"2012-02-27 22:30:00";N/A;N/A;"Albuquerque USA";0;Required;N/A;Unknown;363.4;"vegetables: kale, mushrooms, garlic, onions, spinach, greens, tomatoes, etc.
wine: 63.4"
63;Breakfast/Coffee;Hygiene;"2012-02-28 22:45:00";N/A;N/A;"Albuquerque USA";0.187;N/A;N/A;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- 
http://environment.nationalgeographic.com/environment/freshwater/embedded-water/"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-28 22:45:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-28 22:45:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-02-28 22:45:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;Lunch;"Food consumption";"2012-02-28 22:45:00";Optional;Blue;"Albuquerque USA";0.5;Required;Unknown;Unknown;363.4;"vegetable soup: kale, mushrooms, tomatoes, greens, chile, tempeh"
63;"Dinner Wine";"Food consumption";"2012-02-28 22:45:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;63.4;"1 glass of wine with dinner (lunch soup reheated for dinner)"
63;Breakfast/Coffee;"Food consumption";"2012-02-29 23:00:00";Optional;Blue;"Albuquerque USA";0.187;Required;Unknown;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- 
http://environment.nationalgeographic.com/environment/freshwater/embedded-water/"
63;"Drinking Water";"Drinking water";"2012-02-29 23:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
63;"Snack- Oranges";"Food consumption";"2012-02-29 23:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;26;"13 per orange"
63;"Snack- Oranges";"Food consumption";"2012-02-29 23:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;26;"13 per orange"
63;Beer;"Food consumption";"2012-02-29 23:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;118.8;"39.6 g for 1 pint of beer
"
63;"Dinner (restaurant) ";"Food consumption";"2012-02-29 23:15:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;560;"salad greens/ squash: estimate 150 gallons
beans: estimate 60 gallons
cheese 1/4 pound?: 150 gallons 
http://environment.nationalgeographic.com/environment/freshwater/embedded-water/

extra 200 for items that I am unaware of involved in yellow squash and bean quesadilla with salad and no dressing"
63;Shower;Shower;"2012-03-01 23:15:00";Optional;Blue;"Albuquerque USA";50;N/A;N/A;Unknown;0;
63;Breakfast/Coffee;"Food consumption";"2012-03-01 23:30:00";Optional;Blue;"Albuquerque USA";0.187;Required;Unknown;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- http://environment.nationalgeographic.com/environment/freshwater/embedded-water/"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-03-01 23:30:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-03-01 23:30:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Snack- Oranges";"Food consumption";"2012-03-01 23:30:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;26;"13 gallons per orange"
63;"Drinking Water";"Drinking water";"2012-03-02 23:30:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
63;"Drinking Water";"Drinking water";"2012-03-01 23:45:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
63;Dinner;"Food consumption";"2012-03-01 23:45:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;363.4;"vegetable soup- salad- wine"
63;Shower;Shower;"2012-03-02 23:45:00";Optional;Blue;"Albuquerque USA";50;N/A;N/A;Unknown;0;
63;Breakfast/Coffee;"Food consumption";"2012-03-02 23:45:00";Optional;Blue;"Albuquerque USA";0.187;Required;Unknown;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- http://environment.nationalgeographic.com/environment/freshwater/embedded-water/"
63;"Dinner (restaurant) ";"Food consumption";"2012-03-03 00:00:00";N/A;N/A;"Albuquerque USA";0;Required;Unknown;Unknown;308.4;"quesadilla- 1/4 pound cheese 150 gal
beer: 158.4 gal
add estimated 100 for beans/ salsa "
63;Shower;Shower;"2012-03-04 00:00:00";Optional;Blue;"Albuquerque USA";50;N/A;N/A;Unknown;0;
63;"Drinking Water";"Drinking water";"2012-03-04 00:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
63;Breakfast/Coffee;"Food consumption";"2012-03-04 00:00:00";Optional;Blue;"Albuquerque USA";0.187;Required;Unknown;Unknown;294.1;"-3 cups coffee 111g - 2 eggs 53x2g- 1 piece of toast 11g- 1 orange 13g- 1 cup of orange juice 53.1g- http://environment.nationalgeographic.com/environment/freshwater/embedded-water/"
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-03-06 00:00:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-03-04 00:00:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;"Hygiene: Toliet/hand washing";Hygiene;"2012-03-04 00:00:00";Required;Blue;"Albuquerque USA";2.6;N/A;N/A;Unknown;0;
63;Gardening;Gardening;"2012-03-04 00:00:00";Optional;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;"planting spinach, green beans, kale, basil, tomatoes, chives, broccoli"
63;"Drinking Water";"Drinking water";"2012-03-04 00:00:00";Required;Blue;"Albuquerque USA";0.5;N/A;N/A;Unknown;0;
63;Dinner;"Food consumption";"2012-03-06 00:00:00";Optional;Blue;"Albuquerque USA";0.5;Required;Unknown;Unknown;363.4;"300- vegetable soup estimation
63.4- glass of wine"
63;"Brush teeth twice a day for 8 days";Hygiene;"2012-03-04 00:15:00";Required;Blue;"Albuquerque USA";4.16;N/A;N/A;Unknown;0;"aggregate data: 16 teeth brushing
"
63;Laundry;Hygiene;"2012-03-04 00:15:00";Required;Blue;"Albuquerque USA";93.9;N/A;N/A;Unknown;0;"aggregate data: 3 loads of laundry"
63;"Cleaning House";cleaning;"2012-03-04 00:15:00";Optional;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;
63;"Washing Dishes";"Washed Dishes";"2012-03-04 00:15:00";Optional;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;"aggregate data: average of 1.25 gal a day to wash dishes"
56;"Daily water usage";"drinking water and household";"2012-03-05 05:15:00";Unsure;Unknown;"Albuquerque USA";74;N/A;N/A;Unknown;0;"This is the average usage that i have calculated for my daily water usage... since i was at home all day and did chores and water plants... no traveling took place"
39;Restroom;"Toilet flush";"2012-02-26 05:00:00";Required;Blue;"Albuquerque USA";28;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-02-27 05:00:00";Required;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-02-28 05:00:00";Required;Blue;"Albuquerque USA";24;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-02-29 05:00:00";Required;Blue;"Albuquerque USA";28;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-03-01 05:00:00";Required;Blue;"Albuquerque USA";32;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-03-02 06:00:00";Required;Blue;"Albuquerque USA";24;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-03-03 06:00:00";Required;Blue;"Albuquerque USA";28;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
58;Restroom;"flush toilet";"2012-03-03 13:00:00";Required;Blue;"Santa Fe USA";20;N/A;N/A;Unknown;0;"Includes total amount of water used for the day, assumed a 5 gal toilet."
39;Restroom;"Toilet flush";"2012-03-04 06:00:00";Required;Blue;"Albuquerque USA";24;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
39;Restroom;"Toilet flush";"2012-03-05 06:00:00";Required;Blue;"Albuquerque USA";24;N/A;N/A;Unknown;0;"I used an estimate of 4 gal/flush and aggregated flushes for the day."
58;hygiene;"hand washing";"2012-03-03 13:00:00";Required;Blue;"Santa Fe USA";10;N/A;N/A;Unknown;0;"Includes daily total"
58;Hygiene;Shower;"2012-03-03 15:00:00";Required;Blue;"Santa Fe USA";15;N/A;N/A;Unknown;0;"Estimated using a 2.5 gpm shower head and also includes cleaning the shower."
58;Laundry;laundry;"2012-03-03 15:00:00";Required;Blue;"Santa Fe USA";50;N/A;N/A;Unknown;0;"2 loads of laundry using a front loading washer, estimated use 25 gal per load."
58;Hygiene;"brushing teeth";"2012-03-03 13:15:00";Required;Blue;"Santa Fe USA";2;N/A;N/A;Unknown;0;"Includes morning and night"
58;Dishwasher;dishwasher;"2012-03-02 00:15:00";Required;Blue;"Santa Fe USA";5;N/A;N/A;Unknown;0;"Estimated dishwasher to use 5 gallons per cycle."
70;potty;"Toilet flush";"2012-02-26 15:45:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
70;coffee;"Drinking and cooking";"2012-02-26 15:45:00";Optional;Blue;"Albuquerque USA";0.15;Required;Blue;Unknown;36;
70;potty;"Toilet flush";"2012-02-26 21:45:00";Required;Blue;"Albuquerque USA";5;N/A;N/A;Unknown;0;
70;cooking;Cooking;"2012-02-27 01:00:00";Optional;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;98;
70;laundry;laundry;"2012-03-04 22:00:00";Required;Blue;"Albuquerque USA";60;N/A;N/A;Unknown;0;"aggregate data: 3 loads of laundry
"
70;toilet;"Toilet flushes";"2012-02-28 22:00:00";Required;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;"aggregate data: 4 flushes today"
70;shower;Shower;"2012-03-04 16:00:00";Optional;Blue;"Albuquerque USA";40;N/A;N/A;Unknown;0;"10 minute shower"
70;shower;Shower;"2012-03-02 14:00:00";Optional;Blue;"Albuquerque USA";40;N/A;N/A;Unknown;0;"10 minute shower"
70;potty;"Toilet flushes";"2012-03-01 22:00:00";Required;Blue;"Albuquerque USA";20;N/A;N/A;Unknown;0;"4 toilet flushes"
70;dishwasher;dishwasher;"2012-03-01 01:00:00";Optional;Blue;"Albuquerque USA";10;N/A;N/A;Unknown;0;"1 load of dishes in dishwasher"
70;cooking;Cooking;"2012-02-29 01:00:00";Optional;Blue;"Albuquerque USA";2;Required;Unknown;Unknown;568;
70;coffee;"Drinking and cooking";"2012-03-03 22:15:00";Optional;Blue;"Albuquerque USA";1;Required;Unknown;Unknown;252;"7 days of coffee 12 oz per day"
70;shower;Shower;"2012-02-29 14:15:00";Optional;Blue;"Albuquerque USA";40;N/A;N/A;Unknown;0;"10 min shower"
70;potty;"Toilet flushes";"2012-03-02 22:15:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;"5 flushes "
61;"teeth brush";"brushing teeth";"2012-02-28 02:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
61;"teeth brush";"brushing teeth";"2012-02-29 02:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
61;"brushing teeth";"brushing teeth";"2012-03-01 02:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
61;"brushing teeth";"brushing teeth";"2012-03-02 02:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
61;"brushing teeth";"brushing teeth";"2012-03-03 02:45:00";Required;Blue;"Albuquerque USA";2;N/A;N/A;Unknown;0;
64;"""Giving back to the System"" + Hygiene ";Hygiene;"2012-02-27 19:00:00";Required;Green;"Albuquerque USA";195.25;N/A;N/A;Unknown;0;"This is an aggregation of my hygiene cycle including: showers, restroom, brushing teeth, hand washing and sink use Feb 27th- March 4th (Feb 25th and 26th previously posted)

Shower- 2 gal per min. 8 min avg, avg 1.5 per day, 7 days a week. = 168
Brush teeth - 2 times per day, 30 sec water running, 1.0 gallon per minute = 1 
Contacts/hand washing/sink use- avg 3.5 times a day, 1.5 gal per min, 5 min avg per day.  = 26.25"
64;"Eating and food prep and washing";Food;"2012-02-27 19:00:00";Required;Green;"Albuquerque USA";90;N/A;Green;Unknown;10;"This data is an aggregate of: food preparation, cooking, cleaning.

Cooking: Avg .5 gal of water used for pasta prep, twice,  assume 10 gal of indirect use but cannot support in real data.
Food Prep: washing food, cleaning hands etc... with sink. (sink 1.5 gpm - 3 times a day, 10 min avg = 45)
Cleaning & dish washing: 1.5 gpm, 15min avg, 2 times per day = 45
                       "
64;"Recreation and hydration";Hydration;"2012-02-27 19:00:00";Required;Green;"Albuquerque USA";9;N/A;N/A;Unknown;0.75;"I drink a minimum of 8 cups of water per day and for the most part more. It was difficult to track the number of times I took a drink from a fountain or filled up my half empty water bottle. I know I drink a great deal of water so I am assuming a minimum of a gallon per day.... beer and other beverages included.

so... 1 gallon per day for 7 days (repeating data from Feb 25 and 26th = 9 gallons and I am adding beer,ice, and wine into the mix but it is an assumption and not supported by data (indirect use)"
59;Domestic;Shower;"2012-02-25 14:00:00";Required;Green;"Santa  Fe USA";25;Unsure;N/A;Unknown;0;
59;Domestic;"brushing teeth";"2012-02-25 14:30:00";Required;Green;"Santa  Fe USA";1;Required;Unknown;Unknown;0;"brushed twice this day and put both in one entry"
59;Domestic;meals;"2012-02-25 15:00:00";Required;Blue;"Santa  Fe USA";1;Required;Blue;Unknown;4200;"I was at a conference and the breakfast/lunch/dinner was a buffet.  I assume quite a bit of water was used to serve over a 100 people meals."
59;Domestic;"filled up water bottle";"2012-02-25 15:30:00";Required;Blue;"Santa  Fe USA";0.5;N/A;N/A;Unknown;0;"filled up bottle twice... joined both fill ups in one entry"
59;Transportation;Transportation;"2012-02-26 17:00:00";Required;Blue;"Santa  Fe USA";169;Required;Blue;Unknown;0;"Bought about 13 gallons of gas for my car.  I'm sure there were many indirect water uses for gas production but finding out what they are would take a significant amount of time.  I'm hoping the purpose of this is to show how difficult it is to quantify our use."
59;Domestic;Shower;"2012-02-26 15:00:00";Required;Green;"Santa  Fe USA";25;N/A;N/A;Unknown;0;
59;Domestic;"brushing teeth";"2012-02-26 15:30:00";Required;Green;"Albuquerque USA";1;N/A;N/A;Unknown;0;"brushed teeth twice... one entry for both"
59;Domestic;meals;"2012-02-26 18:00:00";Required;Blue;"Albuquerque USA";5;Required;Blue;Unknown;1400;"I ate one meal out and made one meal at home.  However, even the meal i made at home the ingredients required water to be made."
59;Domestic;laundry;"2012-02-27 01:00:00";Required;Blue;"Albuquerque USA";128;N/A;N/A;Unknown;0;"I did 4 loads of laundry."
59;"Domestic ";Shower;"2012-02-28 14:00:00";Required;Blue;"Albuquerque USA";25;N/A;N/A;Unknown;0;
59;Domestic;"brushing teeth";"2012-02-29 01:00:00";Required;Blue;"Albuquerque USA";1;N/A;N/A;Unknown;0;"brushed my teethed twice this day "
59;Domestic;toilet;"2012-02-25 14:00:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;"Average of five uses per day"
59;Domestic;toilet;"2012-02-26 14:15:00";Required;Blue;"Albuquerque USA";8;N/A;N/A;Unknown;0;"Average of five uses per day"
59;Domestic;toilet;"2012-02-28 14:15:00";Required;Green;"Albuquerque USA";8;N/A;N/A;Unknown;0;"Average of five uses per day"
41;"H. Wade";bath;"2012-03-19 12:00:00";Required;Blue;"Santa Fe";24;Unsure;Unknown;"Santa Fe";0;"daily bathing shower"
